iter	Logloss
688	0.1420971714
689	0.1420769044
690	0.1420398066
691	0.1420108023
692	0.1419831578
693	0.1419444215
694	0.1419200985
695	0.1419017573
696	0.1418821519
697	0.1418603355
698	0.1418428302
699	0.1418147789
700	0.1417953038
701	0.1417747536
702	0.1417414166
703	0.1417151611
704	0.1416836269
705	0.1416665683
706	0.1416401105
707	0.1416257542
708	0.1415990752
709	0.1415640971
710	0.1415488334
711	0.1415245183
712	0.1415015391
713	0.141487328
714	0.1414558264
715	0.1414251109
716	0.14140659
717	0.141378261
718	0.141356926
719	0.1413371906
720	0.1413071604
721	0.141285125
722	0.141261327
723	0.1412159537
724	0.1411763757
725	0.1411584747
726	0.141135954
727	0.1411129537
728	0.1410895709
729	0.14106922
730	0.1410416082
731	0.1410238545
732	0.1410070789
733	0.1409846861
734	0.1409605845
735	0.1409325227
736	0.1408988515
737	0.1408805438
738	0.1408694511
739	0.1408478372
740	0.1408312377
741	0.1408092539
742	0.1407820842
743	0.1407517589
744	0.1407181464
745	0.1406812467
746	0.1406625956
747	0.1406477121
748	0.1406317675
749	0.1406041299
750	0.1405872789
751	0.1405600018
752	0.1405308406
753	0.1404996857
754	0.1404789028
755	0.1404704339
756	0.1404422913
757	0.1404247885
758	0.1404044988
759	0.1403895107
760	0.1403529972
761	0.1403173774
762	0.1402940979
763	0.1402661767
764	0.1402519209
765	0.1402192117
766	0.1401969315
767	0.1401771011
768	0.1401537019
769	0.1401335262
770	0.1401089368
771	0.1400773313
772	0.1400582427
773	0.1400364186
774	0.1400081615
775	0.1399860381
776	0.1399639483
777	0.1399429723
778	0.139917092
779	0.1398936632
780	0.1398680475
781	0.1398550493
782	0.1398306772
783	0.1398040626
784	0.1397837473
785	0.1397479278
786	0.1397228355
787	0.1396983489
788	0.1396808107
789	0.1396635855
790	0.1396404993
791	0.1396230785
792	0.1396088361
793	0.1395795617
794	0.1395631045
795	0.1395431038
796	0.1395041384
797	0.1394878839
798	0.1394636162
799	0.1394430612
800	0.1394278499
801	0.1393979577
802	0.1393853782
803	0.1393667737
804	0.1393468122
805	0.1393273565
806	0.1393002956
807	0.139270255
808	0.1392492765
809	0.1392317961
810	0.13921422
811	0.139198678
812	0.1391717374
813	0.1391467721
814	0.1391213308
815	0.139111683
816	0.1390879577
817	0.1390684181
818	0.1390485909
819	0.1390329628
820	0.1390193284
821	0.138999925
822	0.1389731352
823	0.1389605654
824	0.1389368176
825	0.1389179011
826	0.1389048567
827	0.1388933369
828	0.1388759486
829	0.1388331404
830	0.1387940949
831	0.138761023
832	0.1387462074
833	0.1387002703
834	0.1386825914
835	0.1386573034
836	0.1386347628
837	0.1386247453
838	0.1386097302
839	0.1385891959
840	0.1385780885
841	0.1385524748
842	0.1385344721
843	0.1385178814
844	0.1384925274
845	0.138459341
846	0.13843962
847	0.1384214704
848	0.1383859816
849	0.1383688519
850	0.1383522722
851	0.1383322251
852	0.1383077712
853	0.138284518
854	0.1382621628
855	0.1382462504
856	0.1382254149
857	0.138196279
858	0.1381783769
859	0.1381564132
860	0.1381460278
861	0.1381243009
862	0.1381002373
863	0.1380875164
864	0.1380642405
865	0.1380275453
866	0.1380055187
867	0.137986439
868	0.137970363
869	0.1379513206
870	0.1379172344
871	0.1378955464
872	0.1378802242
873	0.1378641502
874	0.1378526875
875	0.1378300414
876	0.1378159064
877	0.1377973369
878	0.1377749123
879	0.1377632134
880	0.1377541429
881	0.137734991
882	0.1377206885
883	0.1376986915
884	0.137675819
885	0.1376459523
886	0.1376333605
887	0.1376135231
888	0.1375937558
889	0.1375706271
890	0.1375501706
891	0.1375397259
892	0.1375077906
893	0.1374917419
894	0.1374696545
895	0.1374551957
896	0.1374367414
897	0.1374236897
898	0.1374036382
899	0.1373832393
900	0.1373636008
901	0.1373309992
902	0.1373192221
903	0.1372880514
904	0.1372693898
905	0.1372536039
906	0.1372352361
907	0.1372189808
908	0.1372033176
909	0.1371718832
910	0.137133508
911	0.1371026223
912	0.1370761104
913	0.1370606585
914	0.1370415197
915	0.1370122616
916	0.1369927836
917	0.136972067
918	0.1369487832
919	0.1369308805
920	0.1369177412
921	0.1369009434
922	0.1368934514
923	0.1368829381
924	0.1368685948
925	0.1368580926
926	0.1368369458
927	0.136819455
928	0.136790729
929	0.1367767622
930	0.136756954
931	0.1367385748
932	0.1367144422
933	0.1366973349
934	0.1366813249
935	0.1366568908
936	0.1366357349
937	0.1366298961
938	0.1366069069
939	0.1365817263
940	0.1365557747
941	0.1365364889
942	0.1365179472
943	0.1364898341
944	0.1364673287
945	0.1364499618
946	0.1364319074
947	0.1364079756
948	0.1363795629
949	0.1363509884
950	0.1363365852
951	0.1363104909
952	0.1362863758
953	0.1362684051
954	0.1362368937
955	0.1362164585
956	0.1361952634
957	0.1361742757
958	0.1361551401
959	0.1361326707
960	0.1361046169
961	0.1360918852
962	0.1360714324
963	0.1360480385
964	0.1360315289
965	0.1359859591
966	0.1359662286
967	0.1359528382
968	0.1359365276
969	0.1359286751
970	0.1359123561
971	0.1358816385
972	0.1358594814
973	0.1358448602
974	0.135821433
975	0.1357977217
976	0.1357892913
977	0.1357716386
978	0.1357514643
979	0.1357193989
980	0.1357059113
981	0.1356981116
982	0.1356825208
983	0.1356555478
984	0.1356424236
985	0.1356037603
986	0.1355763734
987	0.1355639436
988	0.1355498956
989	0.1355280988
990	0.1355033293
991	0.135484323
992	0.1354651856
993	0.1354464603
994	0.135424575
995	0.1354002068
996	0.1353825057
997	0.1353751714
998	0.1353582912
999	0.135345941
